User_ID  ,Họ_Tên               ,Giới_Tính ,Ngày_Sinh  ,Số_Điện_Thoại ,Email                         ,Địa_Chỉ          ,Thành_Phố               ,Nghề_Nghiệp
USR00301 ,Vũ Bảo Hoàng         ,Nam       ,02/09/1973 ,   0811280012 ,vubaohoang59@gmail.com        ,74 Đặng Khu      ,Quận JohnPhường         ,Digital Marketer
USR00302 ,Bảo Đức Phạm         ,Nam       ,18/03/1998 ,   0722964139 ,baođucpham78@gmail.com        ,02 Mai Số        ,Thị xã JaneThị xã       ,Y tá
USR00303 ,Quý cô Mai Dương     ,Nữ        ,12/04/1971 ,   0975812032 ,quycomaiduong49@gmail.com     ,426 John Dãy     ,Quận JohnHuyện          ,Kiến trúc sư phần mềm
USR00304 ,Vi Đặng              ,Nữ        ,23/01/2005 ,   0510898547 ,viđang83@gmail.com            ,5 Jane Tổ        ,JohnThị xã              ,Thợ xây
USR00305 ,Anh Xuân Trần        ,Nam       ,16/05/1996 ,   0744874416 ,anhxuantran63@gmail.com       ,89 Vũ Tổ         ,Thành phố JohnHuyện     ,Chuyên viên tư vấn tuyển sinh
USR00306 ,Dũng Lê              ,Nam       ,21/10/1986 ,   0357461705 ,dungle87@gmail.com            ,37 John Làng     ,JohnHuyện               ,Nghệ sĩ
USR00307 ,Quý cô Thảo Hoàng    ,Nữ        ,13/04/1998 ,   0980410222 ,quycothaohoang38@gmail.com    ,407 John Đường   ,JohnXã                  ,Lập trình viên
USR00308 ,Phương Phạm          ,Nữ        ,06/07/1995 ,   0855221397 ,phuongpham55@gmail.com        ,23 Bùi Dãy       ,JaneXã                  ,DevOps Engineer
USR00309 ,Ông Trọng Bùi        ,Nam       ,04/10/2001 ,   0793945812 ,ongtrongbui91@gmail.com       ,7 Đặng Khu       ,JohnThành phố           ,Luật sư
USR00310 ,Dũng Hoàng Lê        ,Nam       ,10/02/1993 ,   0748736094 ,dunghoangle23@gmail.com       ,399 John Ngõ     ,Quận JaneQuận           ,Kỹ sư phần mềm
USR00311 ,Phương Mai           ,Nữ        ,27/01/1985 ,   0566722479 ,phuongmai69@gmail.com         ,4 Hoàng Dãy      ,JaneThành phố           ,Tester
USR00312 ,Bảo Mai Bảo Trần     ,Nam       ,30/12/2003 ,   0514432304 ,baomaibaotran32@gmail.com     ,7 Hoàng Hẻm      ,Huyện JaneXã            ,Kỹ sư giám sát
USR00313 ,Trung Tấn Trần       ,Nam       ,18/12/1959 ,   0571336507 ,trungtantran56@gmail.com      ,5 Trần Số        ,Thành phố JaneXã        ,Nhà phân tích dữ liệu
USR00314 ,Tùng Nguyễn          ,Nam       ,29/12/1977 ,   0772199819 ,tungnguyen19@gmail.com        ,51 John Đường    ,JohnQuận                ,Kế toán
USR00315 ,Vi Nguyễn            ,Nữ        ,23/12/2000 ,   0536861554 ,vinguyen53@gmail.com          ,7 Lê Đường       ,JanePhường              ,Giám đốc kinh doanh
USR00316 ,Lâm Đặng             ,Nữ        ,16/11/1973 ,   0738048315 ,lamđang17@gmail.com           ,612 Phạm Làng    ,Thành phố JohnQuận      ,Kiểm toán
USR00317 ,Bà Mai Nguyễn        ,Nữ        ,24/01/1991 ,   0867295429 ,bamainguyen16@gmail.com       ,6 Trần Dãy       ,Thành phố JaneThị xã    ,Chuyên viên phân tích thị trường
USR00318 ,Hải Tấn Vũ           ,Nam       ,25/06/1999 ,   0725091022 ,haitanvu60@gmail.com          ,05 Hoàng Khu     ,Huyện JaneXã            ,Nhân viên hành chính
USR00319 ,Tú Mai Bảo Bùi       ,Nam       ,13/05/1983 ,   0310901168 ,tumaibaobui68@gmail.com       ,439 Trần Ngõ     ,JaneXã                  ,Trưởng phòng kinh doanh
USR00320 ,An Trần              ,Nữ        ,30/01/1965 ,   0312352908 ,antran62@gmail.com            ,926 Jane Khu     ,Thành phố JaneXã        ,Nhân Viên Bán Hàng
USR00321 ,Hương Bùi            ,Nữ        ,04/07/1980 ,   0733816475 ,huongbui34@gmail.com          ,8 Jane Dãy       ,Quận JohnQuận           ,Nhà tư vấn tài chính
USR00322 ,Châu Xuân Lê         ,Nam       ,21/09/1998 ,   0563574397 ,chauxuanle42@gmail.com        ,01 John Dãy      ,JaneThành phố           ,Nhân viên khách sạn
USR00323 ,Chị Khoa Bùi         ,Nữ        ,14/10/1999 ,   0710737365 ,chikhoabui44@gmail.com        ,89 John Tổ       ,Quận JohnThị xã         ,Giám đốc kinh doanh
USR00324 ,Bác Trung Trần       ,Nam       ,01/04/1991 ,   0736923911 ,bactrungtran21@gmail.com      ,4 Jane Số        ,Quận JohnThị xã         ,Chuyên viên bảo mật
USR00325 ,Khoa Thế Hoàng       ,Nam       ,28/12/2006 ,   0935410821 ,khoathehoang42@gmail.com      ,1 Dương Ngõ      ,JaneQuận                ,Biên dịch viên
USR00326 ,Duyên Trần           ,Nữ        ,05/07/1983 ,   0729880324 ,duyentran70@gmail.com         ,60 Jane Tổ       ,JaneHuyện               ,UX/UI Designer
USR00327 ,Thành Mai Bảo Bùi    ,Nam       ,05/11/1979 ,   0766239007 ,thanhmaibaobui28@gmail.com    ,74 Jane Dãy      ,Quận JohnThành phố      ,Tester
USR00328 ,Bác Tùng Đặng        ,Nam       ,13/10/1979 ,   0329252218 ,bactungđang41@gmail.com       ,2 Dương Khu      ,JohnQuận                ,UX/UI Designer
USR00329 ,Phương Đặng          ,Nữ        ,26/09/1987 ,   0553719704 ,phuongđang63@gmail.com        ,808 Vũ Tổ        ,JanePhường              ,UX/UI Designer
USR00330 ,An Bảo Lê            ,Nam       ,01/12/1983 ,   0970739113 ,anbaole37@gmail.com           ,76 Jane Hẻm      ,JaneThị xã              ,Chuyên viên nhân sự
USR00331 ,Vân Lê               ,Nữ        ,14/08/1960 ,   0810564005 ,vanle39@gmail.com             ,6 Dương Tổ       ,JaneThị xã              ,Kỹ sư sản xuất
USR00332 ,Chị Phương Nguyễn    ,Nữ        ,27/09/1974 ,   0561541716 ,chiphuongnguyen67@gmail.com   ,5 Đặng Số        ,Thành phố JohnPhường    ,Giám đốc kinh doanh
USR00333 ,Khoa Xuân Hoàng      ,Nam       ,24/08/2001 ,   0747974750 ,khoaxuanhoang15@gmail.com     ,60 John Làng     ,Quận JohnPhường         ,Chuyên viên phân tích thị trường
USR00334 ,Tú Mai               ,Nam       ,11/05/1966 ,   0911595469 ,tumai58@gmail.com             ,5 Vũ Tổ          ,Thành phố JaneHuyện     ,Thực tập sinh giáo dục
USR00335 ,Thành Đặng           ,Nam       ,13/01/1982 ,   0527976776 ,thanhđang95@gmail.com         ,099 John Số      ,Thị xã JaneQuận         ,Kỹ sư xây dựng
USR00336 ,Thành Nguyễn         ,Nữ        ,18/10/1989 ,   0337849016 ,thanhnguyen19@gmail.com       ,044 John Hẻm     ,JaneQuận                ,Tester
USR00337 ,Quý ông Châu Nguyễn  ,Nam       ,28/10/1973 ,   0958631818 ,quyongchaunguyen66@gmail.com  ,587 Đặng Làng    ,Quận JohnThành phố      ,Chuyên viên nhân sự
USR00338 ,Quý cô Mai Dương     ,Nữ        ,12/12/1991 ,   0939208688 ,quycomaiduong58@gmail.com     ,4 Mai Hẻm        ,JaneHuyện               ,Biên dịch viên
USR00339 ,Khoa Bùi             ,Nữ        ,13/06/1964 ,   0899802642 ,khoabui73@gmail.com           ,30 Jane Hẻm      ,Thị xã JohnThành phố    ,Nông dân
USR00340 ,Bác Vũ Trần          ,Nam       ,15/01/1981 ,   0344313443 ,bacvutran50@gmail.com         ,5 Trần Dãy       ,Quận JohnXã             ,Thực tập sinh giáo dục
USR00341 ,Lâm Hoàng Đặng       ,Nam       ,31/03/1984 ,   0963152512 ,lamhoangđang15@gmail.com      ,9 Nguyễn Đường   ,JohnThị xã              ,Kỹ sư sản xuất
USR00342 ,Bà Mai Bùi           ,Nữ        ,14/01/1967 ,   0379915919 ,bamaibui19@gmail.com          ,234 Jane Dãy     ,JanePhường              ,Chuyên viên bảo mật
USR00343 ,Khoa Mai Dương       ,Nam       ,06/01/1995 ,   0858129884 ,khoamaiduong23@gmail.com      ,5 Mai Tổ         ,Huyện JohnHuyện         ,Kỹ sư giám sát
USR00344 ,Thành Tấn Mai        ,Nam       ,18/03/1978 ,   0978674395 ,thanhtanmai10@gmail.com       ,0 Bùi Số         ,Thành phố JohnQuận      ,Nhà thiết kế đồ họa
USR00345 ,Anh Đức Hoàng        ,Nam       ,05/10/1997 ,   0816156401 ,anhđuchoang53@gmail.com       ,7 Phạm Làng      ,JohnThành phố           ,Quản lý sản xuất
USR00346 ,Quý cô Bảo Nguyễn    ,Nữ        ,28/12/1982 ,   0787859020 ,quycobaonguyen90@gmail.com    ,394 Jane Làng    ,Thành phố JohnThành phố ,Kỹ sư sản xuất
USR00347 ,Lâm Lê               ,Nữ        ,19/12/1991 ,   0322808131 ,lamle73@gmail.com             ,2 Mai Số         ,Thị xã JaneQuận         ,Kỹ sư phần mềm
USR00348 ,Cô Kim Nguyễn        ,Nữ        ,25/08/1963 ,   0382251418 ,cokimnguyen26@gmail.com       ,646 John Tổ      ,JanePhường              ,Bác sĩ
USR00349 ,Quý cô Phương Lê     ,Nữ        ,01/04/1961 ,   0765172906 ,quycophuongle85@gmail.com     ,48 Đặng Làng     ,Huyện JaneHuyện         ,Kỹ sư phần mềm
USR00350 ,Bà Kim Lê            ,Nữ        ,03/12/2007 ,   0510528890 ,bakimle48@gmail.com           ,489 Đặng Khu     ,JohnXã                  ,Chuyên viên tư vấn tuyển sinh
USR00351 ,Bảo Lê               ,Nữ        ,17/08/1983 ,   0867231873 ,baole91@gmail.com             ,13 John Số       ,Quận JohnThành phố      ,Kỹ sư phần mềm
USR00352 ,Chị Mai Trần         ,Nữ        ,24/09/1985 ,   0315707613 ,chimaitran78@gmail.com        ,6 Jane Hẻm       ,JaneQuận                ,Luật sư
USR00353 ,Bác Huy Dương        ,Nam       ,07/11/1992 ,   0540164568 ,bachuyduong38@gmail.com       ,7 Dương Tổ       ,Quận JohnThị xã         ,Thư ký pháp lý
USR00354 ,Bà Thảo Dương        ,Nữ        ,08/08/1998 ,   0357971496 ,bathaoduong14@gmail.com       ,19 Mai Hẻm       ,JohnPhường              ,Tư vấn khách hàng
USR00355 ,Thành Đức Trần       ,Nam       ,28/11/1992 ,   0998136118 ,thanhđuctran60@gmail.com      ,18 Hoàng Hẻm     ,JohnXã                  ,Digital Marketer
USR00356 ,Bác Nam Hoàng        ,Nam       ,03/07/2003 ,   0563964683 ,bacnamhoang38@gmail.com       ,571 Mai Làng     ,Thị xã JohnThị xã       ,Nhân viên hành chính
USR00357 ,Hoàng Hoàng Đặng     ,Nam       ,29/08/1986 ,   0335999963 ,hoanghoangđang95@gmail.com    ,1 John Đường     ,JaneXã                  ,Giám đốc kinh doanh
USR00358 ,Vũ Đặng              ,Nam       ,20/10/1995 ,   0883477602 ,vuđang47@gmail.com            ,90 John Số       ,JohnXã                  ,Nhân viên nhà hàng
USR00359 ,Chị Kim Lê           ,Nữ        ,22/12/1966 ,   0592793471 ,chikimle56@gmail.com          ,3 Đặng Hẻm       ,JaneThành phố           ,Trưởng phòng kinh doanh
USR00360 ,Hạnh Phạm            ,Nữ        ,31/03/1962 ,   0373083796 ,hanhpham43@gmail.com          ,598 Nguyễn Khu   ,Huyện JohnPhường        ,Chuyên viên tư vấn tuyển sinh
USR00361 ,Yến Bùi              ,Nữ        ,16/06/1989 ,   0354071809 ,yenbui55@gmail.com            ,8 John Đường     ,Thành phố JaneXã        ,Chuyên viên nhân sự
USR00362 ,Phương Phú Mai       ,Nam       ,05/02/1971 ,   0596237889 ,phuongphumai35@gmail.com      ,564 Phạm Làng    ,JohnHuyện               ,Project Manager
USR00363 ,Bà Duyên Đặng        ,Nữ        ,24/04/1988 ,   0382478864 ,baduyenđang48@gmail.com       ,01 Mai Ngõ       ,Thành phố JaneHuyện     ,Luật sư
USR00364 ,Trung Hoàng          ,Nam       ,25/09/1972 ,   0334095805 ,trunghoang39@gmail.com        ,152 John Số      ,JaneThành phố           ,Nhà tư vấn tài chính
USR00365 ,Khoa Đặng            ,Nam       ,13/01/1992 ,   0362527474 ,khoađang51@gmail.com          ,534 Trần Làng    ,JohnThành phố           ,Chuyên viên tín dụng
USR00366 ,Phương Hoàng         ,Nữ        ,15/06/1979 ,   0593740383 ,phuonghoang22@gmail.com       ,8 Jane Đường     ,Huyện JanePhường        ,Chuyên viên tín dụng
USR00367 ,Anh Trung Hoàng      ,Nam       ,30/12/2001 ,   0377950832 ,anhtrunghoang92@gmail.com     ,5 Bùi Số         ,JohnHuyện               ,Công nhân sản xuất
USR00368 ,Duyên Vũ             ,Nữ        ,03/01/1969 ,   0911838537 ,duyenvu59@gmail.com           ,0 Jane Tổ        ,JohnHuyện               ,Dược sĩ
USR00369 ,Cô Vi Hoàng          ,Nữ        ,20/01/1988 ,   0765863307 ,covihoang19@gmail.com         ,49 Jane Tổ       ,Thành phố JohnQuận      ,Nhà tư vấn tài chính
USR00370 ,Hương Phạm           ,Nữ        ,16/11/2003 ,   0567612959 ,huongpham80@gmail.com         ,52 Bùi Hẻm       ,Quận JaneThị xã         ,Nhà tư vấn tài chính
USR00371 ,Tú Bảo Lê            ,Nam       ,03/05/1973 ,   0345542408 ,tubaole46@gmail.com           ,84 Jane Ngõ      ,Thị xã JaneXã           ,Nhân viên hành chính
USR00372 ,Quý ông Nam Bùi      ,Nam       ,03/02/2006 ,   0596080891 ,quyongnambui38@gmail.com      ,6 Vũ Khu         ,JaneQuận                ,Tester
USR00373 ,Dương Lê             ,Nữ        ,09/01/1986 ,   0884138725 ,duongle32@gmail.com           ,97 Vũ Tổ         ,JohnThành phố           ,DevOps Engineer
USR00374 ,Quý cô Hà Vũ         ,Nữ        ,06/04/1998 ,   0537239904 ,quycohavu89@gmail.com         ,4 Jane Khu       ,JaneHuyện               ,Nghệ sĩ
USR00375 ,Thành Đặng           ,Nữ        ,13/01/1988 ,   0367218754 ,thanhđang63@gmail.com         ,6 Hoàng Khu      ,JohnThành phố           ,Dược sĩ
USR00376 ,Phúc Hoàng           ,Nam       ,21/04/1985 ,   0594435940 ,phuchoang89@gmail.com         ,9 Jane Tổ        ,Thành phố JohnThị xã    ,Nhà báo
USR00377 ,Ánh Bùi              ,Nữ        ,19/12/1965 ,   0767574143 ,anhbui42@gmail.com            ,705 Lê Hẻm       ,JohnThành phố           ,Chuyên viên bán hàng trực tuyến
USR00378 ,Vân Đặng             ,Nữ        ,16/02/1987 ,   0944505430 ,vanđang71@gmail.com           ,106 Phạm Hẻm     ,JohnQuận                ,Thư ký pháp lý
USR00379 ,Ánh Bùi              ,Nữ        ,05/05/1992 ,   0830898995 ,anhbui67@gmail.com            ,57 Jane Ngõ      ,Huyện JaneThành phố     ,Tester
USR00380 ,Nhật Bùi             ,Nữ        ,01/10/2005 ,   0573757839 ,nhatbui76@gmail.com           ,0 Jane Làng      ,JaneHuyện               ,Dược sĩ
USR00381 ,Kim Trần             ,Nữ        ,17/06/1967 ,   0513791659 ,kimtran81@gmail.com           ,3 Trần Tổ        ,Thị xã JaneThành phố    ,Trưởng phòng kinh doanh
USR00382 ,Cô Linh Bùi          ,Nữ        ,04/05/1988 ,   0884607305 ,colinhbui31@gmail.com         ,91 John Số       ,JohnHuyện               ,Project Manager
USR00383 ,Minh Hải Mai         ,Nam       ,14/10/1994 ,   0944262032 ,minhhaimai29@gmail.com        ,433 Jane Tổ      ,JaneThị xã              ,Nhân viên khách sạn
USR00384 ,Dương Dương          ,Nữ        ,21/03/1991 ,   0724320729 ,duongduong93@gmail.com        ,6 Jane Dãy       ,JohnPhường              ,Chuyên viên tư vấn tuyển sinh
USR00385 ,Tú Thị Nguyễn        ,Nam       ,05/02/1991 ,   0748121143 ,tuthinguyen39@gmail.com       ,2 Jane Ngõ       ,JohnPhường              ,Công nhân sản xuất
USR00386 ,Bác Bảo Trần         ,Nam       ,19/07/1999 ,   0856712777 ,bacbaotran29@gmail.com        ,2 Hoàng Khu      ,JaneThị xã              ,Nhân viên lễ tân
USR00387 ,Bảo Mai              ,Nữ        ,15/09/1963 ,   0858359512 ,baomai36@gmail.com            ,0 Đặng Tổ        ,JohnHuyện               ,Thư ký pháp lý
USR00388 ,Hoàng Dương          ,Nam       ,17/06/1968 ,   0994146348 ,hoangduong18@gmail.com        ,84 Lê Tổ         ,JaneThị xã              ,Bác sĩ
USR00389 ,Bảo Nguyễn           ,Nữ        ,02/09/1986 ,   0746293763 ,baonguyen59@gmail.com         ,105 John Ngõ     ,Quận JanePhường         ,Y tá
USR00390 ,Nam Hữu Đặng         ,Nam       ,05/01/1984 ,   0312107020 ,namhuuđang87@gmail.com        ,2 Đặng Dãy       ,Huyện JanePhường        ,Nhân viên hành chính
USR00391 ,Kim Đặng             ,Nữ        ,05/09/1983 ,   0560155008 ,kimđang53@gmail.com           ,1 Jane Số        ,JanePhường              ,Y tá
USR00392 ,Cô Hương Hoàng       ,Nữ        ,15/07/2003 ,   0886414354 ,cohuonghoang36@gmail.com      ,58 Phạm Dãy      ,Huyện JaneHuyện         ,Nhà báo
USR00393 ,Lâm Thị Dương        ,Nam       ,16/02/1969 ,   0337155091 ,lamthiduong10@gmail.com       ,28 Bùi Ngõ       ,JohnXã                  ,Kỹ sư giám sát
USR00394 ,Bác Dũng Mai         ,Nam       ,10/12/1965 ,   0929770597 ,bacdungmai15@gmail.com        ,64 Jane Đường    ,JohnPhường              ,Digital Marketer
USR00395 ,Thành Thị Lê         ,Nam       ,01/04/1972 ,   0921940292 ,thanhthile13@gmail.com        ,601 Hoàng Dãy    ,JohnThành phố           ,Nhà thiết kế đồ họa
USR00396 ,Minh Trần            ,Nam       ,02/03/1997 ,   0853607685 ,minhtran13@gmail.com          ,3 Phạm Hẻm       ,JohnHuyện               ,Nhân viên lễ tân
USR00397 ,Dũng Đặng            ,Nam       ,26/02/1995 ,   0761346730 ,dungđang44@gmail.com          ,835 John Dãy     ,Thành phố JohnPhường    ,DevOps Engineer
USR00398 ,Vũ Bảo Trần          ,Nam       ,25/07/1966 ,   0575072322 ,vubaotran12@gmail.com         ,89 Vũ Đường      ,Huyện JaneQuận          ,Digital Marketer
USR00399 ,Dương Dương          ,Nữ        ,21/04/1984 ,   0885696683 ,duongduong46@gmail.com        ,9 Phạm Số        ,Huyện JaneXã            ,Chuyên viên tư vấn tuyển sinh
USR00400 ,Quý ông Quang Lê     ,Nam       ,08/11/2005 ,   0743034990 ,quyongquangle48@gmail.com     ,37 Jane Làng     ,Huyện JaneHuyện         ,Kiến trúc sư
USR00401 ,Tùng Tấn Nguyễn      ,Nam       ,15/02/1997 ,   0971215361 ,tungtannguyen10@gmail.com     ,825 Jane Khu     ,Quận JohnXã             ,Nhà phân tích dữ liệu
USR00402 ,Anh Phúc Vũ          ,Nam       ,08/09/1969 ,   0839202995 ,anhphucvu44@gmail.com         ,958 Đặng Số      ,JaneXã                  ,Kỹ sư phần mềm
USR00403 ,Hưng Mai Lê          ,Nam       ,12/07/1970 ,   0835042728 ,hungmaile32@gmail.com         ,7 Nguyễn Dãy     ,Thị xã JaneHuyện        ,Chuyên viên tư vấn tuyển sinh
USR00404 ,Mai Mai              ,Nữ        ,04/01/2006 ,   0580823769 ,maimai66@gmail.com            ,8 Jane Dãy       ,Huyện JohnHuyện         ,Nghệ sĩ
USR00405 ,Bà An Phạm           ,Nữ        ,21/09/1982 ,   0319444114 ,baanpham87@gmail.com          ,001 Lê Hẻm       ,JohnThành phố           ,Tư vấn khách hàng
USR00406 ,Hoàng Phạm           ,Nam       ,15/02/1987 ,   0781762302 ,hoangpham67@gmail.com         ,960 Lê Hẻm       ,JaneHuyện               ,Nhân viên kinh doanh
USR00407 ,Bảo Hoàng Mai        ,Nam       ,22/06/1983 ,   0545585111 ,baohoangmai31@gmail.com       ,88 Jane Tổ       ,Thành phố JohnThị xã    ,Nông dân
USR00408 ,Phúc Đức Dương       ,Nam       ,18/04/1980 ,   0763385037 ,phucđucduong60@gmail.com      ,136 Jane Tổ      ,Thành phố JaneThị xã    ,Digital Marketer
USR00409 ,Cô Hà Trần           ,Nữ        ,11/02/1988 ,   0790078683 ,cohatran39@gmail.com          ,12 John Số       ,JohnHuyện               ,Kỹ sư phần mềm
USR00410 ,Quý cô Phương Nguyễn ,Nữ        ,01/01/1964 ,   0959993645 ,quycophuongnguyen73@gmail.com ,694 Lê Hẻm       ,Quận JaneThành phố      ,Thư ký pháp lý
USR00411 ,Anh Huy Đặng         ,Nam       ,05/04/2002 ,   0750579524 ,anhhuyđang61@gmail.com        ,6 Jane Dãy       ,Huyện JaneQuận          ,Giảng viên
USR00412 ,Khoa Mai             ,Nam       ,17/09/2005 ,   0375179879 ,khoamai78@gmail.com           ,853 John Dãy     ,JohnPhường              ,Kỹ sư sản xuất
USR00413 ,Minh Thế Dương       ,Nam       ,12/04/1987 ,   0833769158 ,minhtheduong97@gmail.com      ,6 John Dãy       ,Quận JohnThị xã         ,Nhà thiết kế đồ họa
USR00414 ,Phúc Hoàng           ,Nam       ,18/05/1990 ,   0920951160 ,phuchoang61@gmail.com         ,0 Trần Số        ,JohnHuyện               ,Trưởng phòng kinh doanh
USR00415 ,Quý ông Huy Lê       ,Nam       ,19/02/2003 ,   0833832454 ,quyonghuyle64@gmail.com       ,88 John Dãy      ,Thị xã JohnThành phố    ,Điều Dưỡng
USR00416 ,Bảo Quang Mai        ,Nam       ,14/04/1993 ,   0582204137 ,baoquangmai90@gmail.com       ,52 John Số       ,Thành phố JanePhường    ,Luật sư
USR00417 ,Kim Nguyễn           ,Nữ        ,03/12/1990 ,   0955586319 ,kimnguyen81@gmail.com         ,937 Đặng Ngõ     ,JaneHuyện               ,Kiến trúc sư
USR00418 ,Thành Dương          ,Nam       ,18/02/1987 ,   0759967701 ,thanhduong88@gmail.com        ,05 Hoàng Làng    ,JohnThành phố           ,Kiểm toán
USR00419 ,Ông Vũ Dương         ,Nam       ,23/12/2003 ,   0347901232 ,ongvuduong75@gmail.com        ,86 Vũ Đường      ,Quận JanePhường         ,Giảng viên
USR00420 ,Hạnh Mai Bảo Hoàng   ,Nam       ,04/04/1963 ,   0719199536 ,hanhmaibaohoang12@gmail.com   ,7 Jane Làng      ,Thành phố JaneThành phố ,Biên dịch viên
USR00421 ,Khoa Nguyễn          ,Nữ        ,19/04/1998 ,   0331565596 ,khoanguyen11@gmail.com        ,9 Jane Đường     ,Thị xã JohnXã           ,Thực Tập
USR00422 ,Chị Hương Đặng       ,Nữ        ,20/07/1988 ,   0330712956 ,chihuongđang88@gmail.com      ,0 John Tổ        ,Quận JohnThành phố      ,Lập trình viên
USR00423 ,Bà Khoa Lê           ,Nữ        ,11/12/1972 ,   0950330904 ,bakhoale18@gmail.com          ,488 John Làng    ,JohnXã                  ,Biên dịch viên
USR00424 ,Bà Chi Bùi           ,Nữ        ,21/12/1986 ,   0859288362 ,bachibui32@gmail.com          ,723 Phạm Làng    ,Huyện JanePhường        ,Nhân viên khách sạn
USR00425 ,Hương Mai            ,Nữ        ,12/04/1997 ,   0753459278 ,huongmai74@gmail.com          ,509 Jane Số      ,JaneXã                  ,Chuyên viên bán hàng trực tuyến
USR00426 ,Nhiên Thế Dương      ,Nam       ,08/01/1975 ,   0543745276 ,nhientheduong97@gmail.com     ,2 John Hẻm       ,Huyện JohnHuyện         ,Tư vấn khách hàng
USR00427 ,Quý cô Bảo Nguyễn    ,Nữ        ,18/05/1963 ,   0586782272 ,quycobaonguyen99@gmail.com    ,37 John Hẻm      ,JanePhường              ,Chuyên viên bán hàng trực tuyến
USR00428 ,Nhiên Xuân Mai       ,Nam       ,04/01/1960 ,   0885919487 ,nhienxuanmai14@gmail.com      ,5 Trần Dãy       ,Huyện JaneThị xã        ,Nhân viên khách sạn
USR00429 ,Quang Tấn Bùi        ,Nam       ,22/01/1975 ,   0387519159 ,quangtanbui45@gmail.com       ,9 Trần Hẻm       ,JaneHuyện               ,Bác sĩ
USR00430 ,Nhật Bùi             ,Nữ        ,27/08/1989 ,   0984053351 ,nhatbui21@gmail.com           ,97 Jane Hẻm      ,Thành phố JohnThị xã    ,Giám đốc kinh doanh
USR00431 ,Châu Dương           ,Nam       ,21/04/2001 ,   0756080253 ,chauduong41@gmail.com         ,4 Bùi Dãy        ,JaneHuyện               ,Kỹ sư sản xuất
USR00432 ,Hồng Lê              ,Nữ        ,01/10/1971 ,   0995129590 ,hongle89@gmail.com            ,760 Jane Hẻm     ,Thị xã JohnThị xã       ,Sales Representative
USR00433 ,Nam Hoàng            ,Nam       ,22/11/1999 ,   0597092371 ,namhoang90@gmail.com          ,63 John Làng     ,Thành phố JohnXã        ,Kiến trúc sư
USR00434 ,Chị Bảo Lê           ,Nữ        ,25/06/1979 ,   0869749116 ,chibaole15@gmail.com          ,7 Lê Số          ,JohnXã                  ,Nhà báo
USR00435 ,Cô Mai Hoàng         ,Nữ        ,08/12/1961 ,   0385444754 ,comaihoang97@gmail.com        ,45 Lê Ngõ        ,JohnQuận                ,Chuyên viên tư vấn tuyển sinh
USR00436 ,Quý ông Phúc Đặng    ,Nam       ,30/10/1985 ,   0962895833 ,quyongphucđang57@gmail.com    ,806 Jane Đường   ,Thành phố JohnHuyện     ,Kỹ sư xây dựng
USR00437 ,Kim Phú Lê           ,Nam       ,24/11/1983 ,   0512198614 ,kimphule78@gmail.com          ,3 John Dãy       ,JaneXã                  ,Nhân viên khách sạn
USR00438 ,Ông Hoàng Vũ         ,Nam       ,18/10/1975 ,   0553761665 ,onghoangvu52@gmail.com        ,12 Lê Số         ,JohnPhường              ,DevOps Engineer
USR00439 ,Anh Bảo Lê           ,Nam       ,22/10/1979 ,   0738532451 ,anhbaole61@gmail.com          ,9 John Dãy       ,JohnThành phố           ,Luật sư
USR00440 ,Bà Ngọc Vũ           ,Nữ        ,12/05/1981 ,   0973428442 ,bangocvu21@gmail.com          ,7 Mai Tổ         ,JanePhường              ,Nhà thiết kế đồ họa
USR00441 ,Ánh Hoàng            ,Nữ        ,10/07/1986 ,   0556264482 ,anhhoang55@gmail.com          ,7 Hoàng Tổ       ,JohnHuyện               ,Tư vấn khách hàng
USR00442 ,Bà Vi Lê             ,Nữ        ,15/04/1969 ,   0596572385 ,bavile81@gmail.com            ,339 Lê Dãy       ,Thị xã JaneHuyện        ,Nhà phân tích dữ liệu
USR00443 ,Chị Bảo Nguyễn       ,Nữ        ,20/06/1968 ,   0916681906 ,chibaonguyen64@gmail.com      ,36 Jane Làng     ,Huyện JaneThị xã        ,Quản lý sản xuất
USR00444 ,Quý ông Nam Trần     ,Nam       ,09/05/1989 ,   0754916972 ,quyongnamtran16@gmail.com     ,3 Đặng Khu       ,Quận JohnThành phố      ,Nhân viên lễ tân
USR00445 ,Vi Phạm              ,Nữ        ,26/11/1984 ,   0787523516 ,vipham32@gmail.com            ,583 Nguyễn Làng  ,JohnThị xã              ,Y tá
USR00446 ,Phương Phú Lê        ,Nam       ,20/11/1969 ,   0389208574 ,phuongphule29@gmail.com       ,09 Bùi Số        ,JohnThị xã              ,Trưởng phòng kinh doanh
USR00447 ,Anh Trọng Bùi        ,Nam       ,31/12/1968 ,   0764185492 ,anhtrongbui20@gmail.com       ,014 Dương Làng   ,JohnThành phố           ,Dược sĩ
USR00448 ,Chị Hải Hoàng        ,Nữ        ,20/03/1967 ,   0821718216 ,chihaihoang63@gmail.com       ,38 Hoàng Đường   ,JohnThành phố           ,Nhà phân tích dữ liệu
USR00449 ,Quý cô An Hoàng      ,Nữ        ,24/02/2005 ,   0946321076 ,quycoanhoang18@gmail.com      ,362 John Làng    ,Quận JohnQuận           ,Chuyên viên nhân sự
